grid_id,학교거리,학교반경내여부,어린이보호구역여부,도로폭,차로수,일방통행여부,이면도로여부,보행등밀도,보행자신호등밀도,가로등밀도,바닥형보행신호등설치밀도,버스서비스강도,음식점밀도,공원접근성,편의점밀도
SEOUL_R022_C054,733.8204,0.0,1.0,0.0,0.0,1.0,0.0,84.0,84.0,224.0,,2.4,42.27857142857143,1.0,5.882142857142857
SEOUL_R022_C055,247.10117,1.0,0.0,0.0,0.0,1.0,0.0,168.0,168.0,,32.0,4.25,141.18968692449354,1.0,14.4548802946593
SEOUL_R022_C056,120.367424,1.0,1.0,0.0,0.0,1.0,0.0,24.0,24.0,,8.0,4.0,53.252220248667854,1.0,5.474245115452931
SEOUL_R022_C057,126.0563,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,4.5,51.771971496437054,1.0,4.966745843230404
SEOUL_R022_C058,83.116394,1.0,0.0,0.0,0.0,1.0,0.0,104.0,104.0,80.0,16.0,6.916666666666667,140.57843137254903,1.0,12.879084967320262
SEOUL_R022_C059,171.71164,1.0,0.0,0.0,0.0,1.0,0.0,96.0,96.0,28.0,8.0,7.8,129.21200750469043,1.0,16.0
SEOUL_R022_C060,248.4091,1.0,1.0,0.0,0.0,1.0,0.0,96.0,96.0,,24.0,7.555555555555555,59.7057057057057,1.0,10.333333333333334
SEOUL_R022_C061,461.7503,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,1.0,15.912087912087912,1.0,0.6813186813186813
SEOUL_R022_C062,632.73987,0.0,0.0,0.0,0.0,1.0,0.0,,,,,5.0,0.1875,1.0,0.0
SEOUL_R023_C005,1999.463,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R023_C006,1727.3966,0.0,0.0,0.0,0.0,1.0,0.0,,,396.0,,,,0.0,
SEOUL_R023_C007,1520.9457,0.0,0.0,0.0,0.0,1.0,0.0,,,264.0,,,,0.0,
SEOUL_R023_C008,1472.7809,0.0,0.0,0.0,0.0,1.0,0.0,,,4.0,,,,,
SEOUL_R023_C009,1495.3003,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R023_C021,990.00336,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R023_C023,381.1113,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R023_C024,191.93562,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.9423076923076925,1.0,0.8846153846153846
SEOUL_R023_C025,55.437534,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,,40.0,2.375,34.26488095238095,1.0,4.288690476190476
SEOUL_R023_C026,17.693586,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,16.0,5.0,102.20114942528734,1.0,7.008620689655173
SEOUL_R023_C027,294.21033,1.0,1.0,0.0,0.0,0.0,0.0,160.0,160.0,,48.0,4.666666666666667,123.73267326732672,1.0,10.43894389438944
SEOUL_R023_C028,163.87114,1.0,0.0,0.0,0.0,1.0,0.0,68.0,68.0,,20.0,3.0,27.35820895522388,1.0,0.8731343283582089
SEOUL_R023_C029,499.08627,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.952380952380953,1.0,0.9761904761904762
SEOUL_R023_C030,313.73965,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,1.0,3.207317073170732,1.0,0.9146341463414634
SEOUL_R023_C031,337.7465,1.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,,24.0,12.0,47.049019607843135,1.0,5.69607843137255
SEOUL_R023_C032,270.34476,1.0,1.0,0.0,0.0,1.0,0.0,124.0,124.0,224.0,24.0,4.0,98.97736625514403,1.0,5.534979423868313
SEOUL_R023_C033,317.6704,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,172.0,8.0,5.0,14.776255707762555,1.0,0.8995433789954338
SEOUL_R023_C034,626.4187,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,4.5,10.192307692307692,1.0,0.0
SEOUL_R023_C035,694.62036,0.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,7.5,28.828859060402685,1.0,0.0
SEOUL_R023_C036,698.9399,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,10.359375,1.0,0.0
SEOUL_R023_C037,824.41455,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0
SEOUL_R023_C038,1142.08,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,0.0,1.0,0.0
SEOUL_R023_C039,706.34265,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,4.3313953488372094,1.0,0.0
SEOUL_R023_C040,345.66415,1.0,1.0,0.0,0.0,1.0,0.0,4.0,4.0,,,3.0,19.807291666666668,1.0,0.5572916666666666
SEOUL_R023_C041,225.2877,1.0,1.0,0.0,0.0,1.0,0.0,24.0,24.0,,16.0,3.0,27.333333333333332,1.0,1.2634920634920632
SEOUL_R023_C042,152.28302,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,14.050925925925926,1.0,0.9027777777777778
SEOUL_R023_C043,143.06775,1.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,,,,16.84375,1.0,1.265625
SEOUL_R023_C044,61.477978,1.0,1.0,0.0,0.0,1.0,0.0,116.0,116.0,,56.0,9.4,169.87979539641944,1.0,8.445012787723785
SEOUL_R023_C045,200.81914,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,8.0,21.0,91.68266666666666,1.0,3.693333333333334
SEOUL_R023_C046,221.01178,1.0,0.0,0.0,0.0,1.0,0.0,12.0,12.0,,,,4.883333333333334,1.0,0.95
SEOUL_R023_C047,212.55669,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,,4.0,,76.62592592592593,1.0,7.011111111111111
SEOUL_R023_C048,90.71936,1.0,1.0,0.0,0.0,1.0,0.0,44.0,44.0,128.0,12.0,5.833333333333333,41.36385542168675,1.0,2.3807228915662653
SEOUL_R023_C049,452.32617,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,1.0,9.36842105263158,1.0,0.0526315789473684
SEOUL_R023_C050,580.00037,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,115.64,1.0,1.04
SEOUL_R023_C051,278.28442,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,110.45562130177515,1.0,3.869822485207101
SEOUL_R023_C052,226.52614,1.0,0.0,0.0,0.0,1.0,0.0,72.0,72.0,,68.0,3.5,189.727626459144,1.0,7.712062256809339
SEOUL_R023_C053,201.0047,1.0,1.0,0.0,0.0,1.0,0.0,104.0,104.0,144.0,,1.6,55.8066528066528,1.0,7.997920997920998
SEOUL_R023_C054,610.0801,0.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,136.0,4.0,1.6,69.35106382978724,1.0,4.634042553191489
SEOUL_R023_C055,211.04393,1.0,1.0,0.0,0.0,1.0,0.0,124.0,124.0,64.0,56.0,6.5,131.13618677042805,1.0,8.898832684824903
SEOUL_R023_C056,233.76932,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,,32.0,12.6,140.535,1.0,5.315
SEOUL_R023_C057,293.94855,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,8.0,12.75,210.29396984924625,1.0,4.221105527638191
SEOUL_R023_C058,294.2856,1.0,0.0,0.0,0.0,1.0,0.0,96.0,96.0,,64.0,2.625,150.64935064935068,1.0,18.280148423005567
SEOUL_R023_C059,174.33063,1.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,,36.0,2.6666666666666665,124.437125748503,1.0,20.748502994011975
SEOUL_R023_C060,194.18599,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,23.794117647058822,1.0,6.705882352941177
SEOUL_R023_C061,692.5091,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R023_C062,1016.7463,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,1.0,0.0
SEOUL_R024_C006,1278.6995,0.0,0.0,0.0,0.0,1.0,0.0,,,176.0,,1.0,0.56,0.0,0.0
SEOUL_R024_C007,1046.0881,0.0,0.0,0.0,0.0,1.0,0.0,,,512.0,,,0.3076923076923077,1.0,0.0
SEOUL_R024_C008,974.73505,0.0,0.0,0.0,0.0,1.0,0.0,,,124.0,,,,1.0,
SEOUL_R024_C009,1142.2029,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R024_C010,1365.0477,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R024_C011,1426.168,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,
SEOUL_R024_C020,425.3157,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,,,,3.888888888888889,0.0,0.2222222222222222
SEOUL_R024_C021,663.24493,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,,,14.0,4.783333333333333,1.0,0.9833333333333332
SEOUL_R024_C022,555.2931,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R024_C023,459.437,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R024_C024,306.05658,1.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,,12.0,,6.392,1.0,0.76
SEOUL_R024_C025,164.91264,1.0,1.0,0.0,0.0,1.0,0.0,60.0,60.0,,48.0,1.3333333333333333,34.90954773869347,1.0,2.8894472361809047
SEOUL_R024_C026,264.14288,1.0,1.0,0.0,0.0,1.0,0.0,92.0,92.0,,32.0,5.714285714285714,154.56233421750665,1.0,9.079575596816976
SEOUL_R024_C027,158.37093,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,52.0,5.8,140.81290322580645,1.0,13.780645161290323
SEOUL_R024_C028,45.046455,1.0,1.0,0.0,0.0,1.0,0.0,132.0,132.0,,72.0,3.6666666666666665,21.428571428571427,1.0,0.1020408163265306
SEOUL_R024_C029,435.32004,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.8,1.0,0.9
SEOUL_R024_C030,181.7059,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,88.0,8.0,7.5,13.947976878612716,1.0,1.046242774566474
SEOUL_R024_C031,242.6461,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,76.0,52.0,3.0,177.1045918367347,1.0,37.98724489795919
SEOUL_R024_C032,229.76813,1.0,1.0,0.0,0.0,1.0,0.0,32.0,32.0,16.0,,5.0,145.28220858895705,1.0,20.346625766871167
SEOUL_R024_C033,242.53366,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.5823529411764707,1.0,0.2235294117647059
SEOUL_R024_C034,658.5682,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,3.138888888888889,1.0,0.0
SEOUL_R024_C035,512.63403,0.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,,,3.0,24.20138888888889,1.0,0.0
SEOUL_R024_C036,205.08456,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,,3.8513513513513513,1.0,0.0
SEOUL_R024_C037,482.91003,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R024_C038,706.5266,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,12.525,1.0,0.0
SEOUL_R024_C039,558.7298,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,,,4.339285714285714,1.0,0.0
SEOUL_R024_C040,261.93002,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,35.65268456375839,1.0,0.313758389261745
SEOUL_R024_C041,52.700222,1.0,1.0,0.0,0.0,1.0,0.0,60.0,60.0,,24.0,4.5,58.069767441860456,1.0,2.5142118863049094
SEOUL_R024_C042,291.90274,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,,24.0,4.666666666666667,91.27153558052436,1.0,4.735955056179775
SEOUL_R024_C043,208.10016,1.0,0.0,0.0,0.0,1.0,0.0,128.0,128.0,,,17.0,140.8005617977528,1.0,7.519662921348314
SEOUL_R024_C044,137.48622,1.0,0.0,0.0,0.0,1.0,0.0,188.0,188.0,,40.0,7.833333333333333,392.8470066518847,1.0,19.733924611973393
SEOUL_R024_C045,312.60303,1.0,1.0,0.0,0.0,1.0,0.0,52.0,52.0,,,1.5,316.1795665634675,1.0,4.811145510835913
SEOUL_R024_C046,400.7452,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,61.43055555555556,1.0,0.9722222222222222
SEOUL_R024_C047,170.0383,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,47.38461538461539,1.0,0.5897435897435898
SEOUL_R024_C048,244.1045,1.0,0.0,0.0,0.0,1.0,0.0,72.0,72.0,76.0,8.0,4.0,66.48190045248869,1.0,2.6131221719457014
SEOUL_R024_C049,285.83148,1.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,,8.0,2.0,25.35433070866142,1.0,1.4094488188976375
SEOUL_R024_C050,220.01091,1.0,1.0,0.0,0.0,1.0,0.0,44.0,44.0,,36.0,2.6666666666666665,199.65064102564105,1.0,3.0641025641025643
SEOUL_R024_C051,78.87567,1.0,1.0,0.0,0.0,1.0,0.0,64.0,64.0,,48.0,5.0,248.8873786407767,1.0,4.720388349514563
SEOUL_R024_C052,486.7868,1.0,1.0,0.0,0.0,1.0,0.0,52.0,52.0,,16.0,10.333333333333334,110.905604719764,1.0,4.032448377581121
SEOUL_R024_C053,326.79236,1.0,0.0,0.0,0.0,1.0,0.0,96.0,96.0,216.0,,10.0,36.45029239766082,1.0,3.2280701754385963
SEOUL_R024_C054,351.94,1.0,0.0,0.0,0.0,1.0,0.0,92.0,92.0,300.0,12.0,6.4,109.985590778098,1.0,6.172910662824208
SEOUL_R024_C055,42.738842,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,,4.666666666666667,194.7391304347826,1.0,15.946169772256725
SEOUL_R024_C056,292.61526,1.0,1.0,0.0,0.0,1.0,0.0,52.0,52.0,,,1.1666666666666667,100.14690265486726,1.0,6.67787610619469
SEOUL_R024_C057,150.38904,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,8.0,4.571428571428571,152.24701873935263,1.0,22.44633730834753
SEOUL_R024_C058,240.32434,1.0,0.0,0.0,0.0,1.0,0.0,112.0,112.0,,84.0,3.125,102.23376623376625,1.0,12.9443413729128
SEOUL_R024_C059,100.97769,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,8.0,4.0,51.086419753086425,1.0,4.5026455026455015
SEOUL_R024_C060,405.84625,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,21.0,1.0,1.0
SEOUL_R024_C061,709.5127,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R024_C062,1024.6497,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,
SEOUL_R025_C005,1243.0459,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.8333333333333333,1.0,0.0
SEOUL_R025_C006,1003.97797,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.519736842105263,1.0,0.0
SEOUL_R025_C007,612.6378,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,1.0,0.0
SEOUL_R025_C008,480.76306,1.0,0.0,0.0,0.0,1.0,0.0,,,72.0,,,0.0,1.0,0.0
SEOUL_R025_C009,766.1208,0.0,0.0,0.0,0.0,1.0,0.0,,,220.0,,,0.0,1.0,0.0
SEOUL_R025_C010,1058.8867,0.0,0.0,0.0,0.0,1.0,0.0,,,36.0,,,0.0,1.0,0.0
SEOUL_R025_C011,1278.1028,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,
SEOUL_R025_C012,1501.9551,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R025_C019,358.01202,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R025_C020,50.377075,1.0,1.0,0.0,0.0,1.0,0.0,68.0,68.0,,48.0,4.4,12.102564102564102,1.0,2.4615384615384617
SEOUL_R025_C021,165.83722,1.0,0.0,0.0,0.0,1.0,0.0,76.0,76.0,,,9.0,8.236559139784946,1.0,0.2150537634408602
SEOUL_R025_C022,395.75858,1.0,0.0,0.0,0.0,1.0,0.0,104.0,104.0,,,14.666666666666666,14.73061224489796,1.0,0.979591836734694
SEOUL_R025_C023,168.48889,1.0,1.0,0.0,0.0,0.0,0.0,52.0,52.0,,,3.0,31.374301675977655,1.0,6.407821229050279
SEOUL_R025_C024,332.08505,1.0,0.0,0.0,0.0,1.0,0.0,8.0,8.0,,,3.0,18.15909090909091,1.0,1.0
SEOUL_R025_C025,272.64172,1.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,,,,57.67168674698795,1.0,5.0
SEOUL_R025_C026,336.49594,1.0,0.0,0.0,0.0,1.0,0.0,36.0,36.0,,4.0,6.571428571428571,126.49674620390456,1.0,12.97180043383948
SEOUL_R025_C027,202.52942,1.0,1.0,0.0,0.0,0.0,0.0,108.0,108.0,,48.0,3.3333333333333335,134.8232044198895,1.0,19.776243093922652
SEOUL_R025_C028,277.04877,1.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,,20.0,5.6,33.85310734463277,1.0,1.4915254237288136
SEOUL_R025_C029,277.65884,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,1.761290322580645,1.0,0.0
SEOUL_R025_C030,323.1144,1.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,172.0,8.0,7.0,18.12401055408971,1.0,0.8839050131926122
SEOUL_R025_C031,200.2605,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,,68.0,15.5,95.84192439862542,1.0,7.941580756013746
SEOUL_R025_C032,344.06134,1.0,1.0,0.0,0.0,1.0,0.0,88.0,88.0,,64.0,19.25,116.95894428152492,1.0,10.988269794721406
SEOUL_R025_C033,650.5704,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,10.5,1.0,1.5
SEOUL_R025_C034,754.1646,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,1.0,0.0
SEOUL_R025_C035,301.12134,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,7.228571428571429,1.0,0.7619047619047619
SEOUL_R025_C036,104.02356,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,,,3.5,23.221105527638187,1.0,0.4723618090452261
SEOUL_R025_C037,408.8565,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R025_C038,440.46915,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,57.32743362831859,1.0,0.0
SEOUL_R025_C039,83.739296,1.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,,,,16.317073170731707,1.0,0.0
SEOUL_R025_C040,565.69556,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,79.3206106870229,1.0,1.099236641221374
SEOUL_R025_C041,261.53555,1.0,1.0,0.0,0.0,1.0,0.0,44.0,44.0,,,9.5,140.60576923076923,1.0,3.668269230769231
SEOUL_R025_C042,245.21162,1.0,1.0,0.0,0.0,1.0,0.0,48.0,48.0,,32.0,9.5,143.05947955390334,1.0,4.133828996282528
SEOUL_R025_C043,210.96602,1.0,1.0,0.0,0.0,1.0,0.0,128.0,128.0,,28.0,,130.66608084358523,1.0,5.592267135325132
SEOUL_R025_C044,126.40845,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,24.0,10.5,109.97252747252747,1.0,2.6346153846153846
SEOUL_R025_C045,119.65067,1.0,1.0,0.0,0.0,1.0,0.0,184.0,184.0,,48.0,4.0,93.5045871559633,1.0,2.256880733944954
SEOUL_R025_C046,263.56256,1.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,,48.0,3.3333333333333335,184.4771573604061,1.0,0.8527918781725888
SEOUL_R025_C047,363.72467,1.0,0.0,0.0,0.0,1.0,0.0,60.0,60.0,4.0,,6.25,186.75833333333333,1.0,5.560416666666667
SEOUL_R025_C048,100.77786,1.0,1.0,0.0,0.0,1.0,0.0,96.0,96.0,68.0,48.0,6.6,79.82492113564669,1.0,14.970031545741325
SEOUL_R025_C049,287.01538,1.0,0.0,0.0,0.0,1.0,0.0,64.0,64.0,,32.0,3.4,64.03614457831326,1.0,9.836488812392426
SEOUL_R025_C050,135.27838,1.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,,,11.5,102.43909348441926,1.0,6.062322946175637
SEOUL_R025_C051,182.21568,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,104.0,24.0,14.75,98.42260442260442,1.0,3.108108108108108
SEOUL_R025_C052,81.107704,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,,,84.05221932114883,1.0,1.908616187989556
SEOUL_R025_C053,161.09029,1.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,,32.0,4.2,7.482142857142857,1.0,0.9107142857142856
SEOUL_R025_C054,178.43932,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,540.0,24.0,2.2,20.816901408450704,1.0,1.483568075117371
SEOUL_R025_C055,123.42879,1.0,0.0,0.0,0.0,1.0,0.0,80.0,80.0,68.0,32.0,5.375,96.25595238095238,1.0,8.597222222222221
SEOUL_R025_C056,241.1141,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,32.0,3.2857142857142856,83.65277777777777,1.0,5.339506172839506
SEOUL_R025_C057,302.56143,1.0,1.0,0.0,0.0,1.0,0.0,104.0,104.0,,40.0,5.5,145.85096153846155,1.0,18.40544871794872
SEOUL_R025_C058,297.2518,1.0,0.0,0.0,0.0,1.0,0.0,48.0,48.0,,24.0,3.7142857142857144,107.74807692307692,1.0,10.13076923076923
SEOUL_R025_C059,101.28341,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,36.30821917808219,1.0,4.917808219178081
SEOUL_R025_C060,428.24426,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R025_C061,718.6363,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R026_C004,1344.8524,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,0.0,1.0
SEOUL_R026_C005,1126.703,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,3.4482758620689653,1.0,0.2241379310344827
SEOUL_R026_C006,861.9796,0.0,0.0,0.0,0.0,1.0,0.0,24.0,24.0,,,4.5,1.3735632183908046,1.0,0.0
SEOUL_R026_C007,370.703,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,0.8235294117647058,1.0,0.0
SEOUL_R026_C008,110.26272,1.0,1.0,0.0,0.0,1.0,0.0,72.0,72.0,,28.0,6.0,37.44117647058823,1.0,1.3088235294117647
SEOUL_R026_C009,491.56613,1.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,,8.0,,11.13888888888889,1.0,0.0185185185185185
SEOUL_R026_C010,624.6962,0.0,0.0,0.0,0.0,1.0,0.0,,,44.0,,,0.0,1.0,0.0
SEOUL_R026_C011,1019.24164,0.0,0.0,0.0,0.0,1.0,0.0,,,176.0,,,,1.0,
SEOUL_R026_C012,1316.15,0.0,0.0,0.0,0.0,1.0,0.0,,,44.0,,,,1.0,
SEOUL_R026_C013,1115.9662,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,
SEOUL_R026_C019,459.84146,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
SEOUL_R026_C020,244.02637,1.0,1.0,0.0,0.0,1.0,0.0,56.0,56.0,,,11.0,9.540983606557376,1.0,2.819672131147541
SEOUL_R026_C021,161.93117,1.0,0.0,0.0,0.0,1.0,0.0,216.0,216.0,,,8.5,111.42465753424658,1.0,2.3424657534246576
SEOUL_R026_C022,377.05902,1.0,0.0,0.0,0.0,0.0,0.0,124.0,124.0,,,8.6,156.82758620689654,1.0,5.172413793103448
SEOUL_R026_C023,381.70853,1.0,0.0,0.0,0.0,1.0,0.0,64.0,64.0,,8.0,6.5,51.01875,1.0,8.6125
SEOUL_R026_C024,273.79477,1.0,0.0,0.0,0.0,0.0,0.0,68.0,68.0,,36.0,,29.48167539267016,1.0,1.7696335078534031
SEOUL_R026_C025,370.20972,1.0,0.0,0.0,0.0,1.0,0.0,84.0,84.0,,36.0,7.2,88.58863636363637,1.0,5.502272727272727
SEOUL_R026_C026,425.26825,1.0,0.0,0.0,0.0,1.0,0.0,124.0,124.0,,64.0,3.727272727272727,109.0079522862823,1.0,4.960238568588469
SEOUL_R026_C027,236.09636,1.0,1.0,0.0,0.0,1.0,0.0,,,,,2.0,55.280205655527,1.0,4.210796915167095
SEOUL_R026_C028,243.60635,1.0,1.0,0.0,0.0,0.0,0.0,60.0,60.0,,32.0,8.166666666666666,140.53225806451613,1.0,2.4723502304147464
SEOUL_R026_C029,14.032833,1.0,1.0,0.0,0.0,0.0,0.0,20.0,20.0,,4.0,4.0,39.53125,1.0,0.7265625
SEOUL_R026_C030,316.40927,1.0,0.0,0.0,0.0,1.0,0.0,76.0,76.0,92.0,60.0,5.4,50.573113207547166,1.0,2.957547169811321
SEOUL_R026_C031,246.22491,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,,8.0,7.0,6.404255319148936,1.0,1.2659574468085106
SEOUL_R026_C032,169.46762,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,,,25.0,36.2962962962963,1.0,3.3333333333333335
SEOUL_R026_C033,329.22998,1.0,0.0,0.0,0.0,1.0,0.0,16.0,16.0,,8.0,25.0,8.967213114754099,1.0,0.2295081967213114
SEOUL_R026_C034,729.198,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,2.4545454545454546,1.0,0.0
SEOUL_R026_C035,332.10223,1.0,1.0,0.0,0.0,1.0,0.0,,,,,,66.19559902200488,1.0,4.611246943765281
SEOUL_R026_C036,356.91687,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,,8.0,6.0,159.4857142857143,1.0,11.7734693877551
SEOUL_R026_C037,680.0235,0.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,,,2.0,45.4090909090909,1.0,1.4090909090909094
SEOUL_R026_C038,418.36383,1.0,0.0,0.0,0.0,1.0,0.0,56.0,56.0,,,2.0,95.36363636363636,1.0,1.8349282296650715
SEOUL_R026_C039,72.499016,1.0,1.0,0.0,0.0,1.0,0.0,16.0,16.0,,,,81.42199488491049,1.0,4.470588235294117
SEOUL_R026_C040,475.00488,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,127.0,1.0,2.0
SEOUL_R026_C041,461.92288,1.0,0.0,0.0,0.0,1.0,0.0,52.0,52.0,,,10.666666666666666,343.1818181818182,1.0,4.451790633608815
SEOUL_R026_C042,372.6416,1.0,0.0,0.0,0.0,1.0,0.0,44.0,44.0,,,15.5,199.41542288557213,1.0,2.893034825870646
SEOUL_R026_C043,147.33093,1.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,,,,19.92111959287532,1.0,0.9694656488549618
SEOUL_R026_C044,130.48636,1.0,1.0,0.0,0.0,1.0,0.0,80.0,80.0,,24.0,,30.590425531914892,1.0,2.5425531914893615
SEOUL_R026_C045,278.52634,1.0,1.0,0.0,0.0,1.0,0.0,60.0,60.0,,32.0,4.5,84.0252427184466,1.0,3.728155339805826
SEOUL_R026_C046,283.64728,1.0,0.0,0.0,0.0,1.0,0.0,104.0,104.0,,8.0,4.25,100.20833333333331,1.0,1.9519230769230766
SEOUL_R026_C047,131.67168,1.0,1.0,0.0,0.0,1.0,0.0,40.0,40.0,72.0,24.0,1.0,85.7843137254902,1.0,13.006535947712418
SEOUL_R026_C048,419.90826,1.0,0.0,0.0,0.0,1.0,0.0,128.0,128.0,,,4.4,108.19722650231124,1.0,94.86902927580894
SEOUL_R026_C049,312.12247,1.0,0.0,0.0,0.0,1.0,0.0,88.0,88.0,,40.0,9.8,229.5197368421053,1.0,55.12719298245614
